"OID","Country or Area","Year","Description","Magnitude","Value"
"61464...ZF...","ANGOLA","2003","CPI, LUANDA, 2005 = 100","INDEX NUMBER","56.6558"
"61464..XZF...","ANGOLA","2003","CPI % CHANGE","PERCENT PER ANNU","98.2237"
"61464...ZF...","ANGOLA","2002","CPI, LUANDA, 2005 = 100","INDEX NUMBER","28.5817"
"61464..XZF...","ANGOLA","2002","CPI % CHANGE","PERCENT PER ANNU","108.897"
"61464...ZF...","ANGOLA","2001","CPI, LUANDA, 2005 = 100","INDEX NUMBER","13.6822"
"61464..XZF...","ANGOLA","2001","CPI % CHANGE","PERCENT PER ANNU","152.561"
"61464...ZF...","ANGOLA","2000","CPI, LUANDA, 2005 = 100","INDEX NUMBER","5.41738"
"61464..XZF...","ANGOLA","2000","CPI % CHANGE","PERCENT PER ANNU","324.997"
"61464...ZF...","ANGOLA","1999","CPI, LUANDA, 2005 = 100","INDEX NUMBER","1.27469"
"61464..XZF...","ANGOLA","1999","CPI % CHANGE","PERCENT PER ANNU","248.196"
"61464...ZF...","ANGOLA","1998","CPI, LUANDA, 2005 = 100","INDEX NUMBER","0.366083"
"61464..XZF...","ANGOLA","1998","CPI % CHANGE","PERCENT PER ANNU","107.285"
"61464...ZF...","ANGOLA","1997","CPI, LUANDA, 2005 = 100","INDEX NUMBER","0.176609"
"61464..XZF...","ANGOLA","1997","CPI % CHANGE","PERCENT PER ANNU","219.177"
"61464...ZF...","ANGOLA","1996","CPI, LUANDA, 2005 = 100","INDEX NUMBER","0.0553326"
"61464..XZF...","ANGOLA","1996","CPI % CHANGE","PERCENT PER ANNU","4145.11"
"61464...ZF...","ANGOLA","1995","CPI, LUANDA, 2005 = 100","INDEX NUMBER","0.00130344"
"61464..XZF...","ANGOLA","1995","CPI % CHANGE","PERCENT PER ANNU","2671.79"
"61464..XZF...","ANGOLA","1994","CPI % CHANGE","PERCENT PER ANNU","948.811"
"61464...ZF...","ANGOLA","1993","CPI, LUANDA, 2005 = 100","INDEX NUMBER","4.48368E-06"
"61464..XZF...","ANGOLA","1993","CPI % CHANGE","PERCENT PER ANNU","1379.41"
"61464..XZF...","ANGOLA","1992","CPI % CHANGE","PERCENT PER ANNU","299.061"
"61464..XZF...","ANGOLA","1991","CPI % CHANGE","PERCENT PER ANNU","83.6083"
"31264..XZF...","ANGUILLA","2009","CPI % CHANGE","PERCENT PER ANNU","-0.679259"
"31264...ZF...","ANGUILLA","2009","CONSUMER PRICES","INDEX NUMBER","120.848"
"31264..XZF...","ANGUILLA","2008","CPI % CHANGE","PERCENT PER ANNU","6.80393"
"31264...ZF...","ANGUILLA","2008","CONSUMER PRICES","INDEX NUMBER","121.674"
"31264..XZF...","ANGUILLA","2007","CPI % CHANGE","PERCENT PER ANNU","5.05652"
"31264...ZF...","ANGUILLA","2007","CONSUMER PRICES","INDEX NUMBER","113.923"
"31264..XZF...","ANGUILLA","2006","CPI % CHANGE","PERCENT PER ANNU","8.43961"
"31264...ZF...","ANGUILLA","2006","CONSUMER PRICES","INDEX NUMBER","108.44"
"31264..XZF...","ANGUILLA","2005","CPI % CHANGE","PERCENT PER ANNU","4.60722"
"31264...ZF...","ANGUILLA","2005","CONSUMER PRICES","INDEX NUMBER","100"
"31264..XZF...","ANGUILLA","2004","CPI % CHANGE","PERCENT PER ANNU","4.35807"
"31264...ZF...","ANGUILLA","2004","CONSUMER PRICES","INDEX NUMBER","95.5957"
"31264..XZF...","ANGUILLA","2003","CPI % CHANGE","PERCENT PER ANNU","1.48219"
"31264...ZF...","ANGUILLA","2003","CONSUMER PRICES","INDEX NUMBER","91.6035"
"31264..XZF...","ANGUILLA","2002","CPI % CHANGE","PERCENT PER ANNU","2.24884"
"31264...ZF...","ANGUILLA","2002","CONSUMER PRICES","INDEX NUMBER","90.2656"
"31264..XZF...","ANGUILLA","2001","CPI % CHANGE","PERCENT PER ANNU","4.66284"
"31264...ZF...","ANGUILLA","2001","CONSUMER PRICES","INDEX NUMBER","88.2804"
"31264..XZF...","ANGUILLA","2000","CPI % CHANGE","PERCENT PER ANNU","4.72207"
"31264...ZF...","ANGUILLA","2000","CONSUMER PRICES","INDEX NUMBER","84.3474"
"31264..XZF...","ANGUILLA","1999","CPI % CHANGE","PERCENT PER ANNU","1.60475"
"31264...ZF...","ANGUILLA","1999","CONSUMER PRICES","INDEX NUMBER","80.544"
"31264..XZF...","ANGUILLA","1998","CPI % CHANGE","PERCENT PER ANNU","2.63692"
"31264...ZF...","ANGUILLA","1998","CONSUMER PRICES","INDEX NUMBER","79.2719"
"31264..XZF...","ANGUILLA","1997","CPI % CHANGE","PERCENT PER ANNU","0.108298"
"31264...ZF...","ANGUILLA","1997","CONSUMER PRICES","INDEX NUMBER","77.2353"
"31264..XZF...","ANGUILLA","1996","CPI % CHANGE","PERCENT PER ANNU","3.5827"
"31264...ZF...","ANGUILLA","1996","CONSUMER PRICES","INDEX NUMBER","77.1517"
"31264..XZF...","ANGUILLA","1995","CPI % CHANGE","PERCENT PER ANNU","1.38612"
"31264...ZF...","ANGUILLA","1995","CONSUMER PRICES","INDEX NUMBER","74.4832"
"31264..XZF...","ANGUILLA","1994","CPI % CHANGE","PERCENT PER ANNU","3.50968"
"31264...ZF...","ANGUILLA","1994","CONSUMER PRICES","INDEX NUMBER","73.4649"
"31264..XZF...","ANGUILLA","1993","CPI % CHANGE","PERCENT PER ANNU","4.26544"
"31264...ZF...","ANGUILLA","1993","CONSUMER PRICES","INDEX NUMBER","70.974"
"31264..XZF...","ANGUILLA","1992","CPI % CHANGE","PERCENT PER ANNU","2.35571"
"31264...ZF...","ANGUILLA","1992","CONSUMER PRICES","INDEX NUMBER","68.0704"
"31264..XZF...","ANGUILLA","1991","CPI % CHANGE","PERCENT PER ANNU","4.61677"
"31264...ZF...","ANGUILLA","1991","CONSUMER PRICES","INDEX NUMBER","66.5038"
"31264...ZF...","ANGUILLA","1990","CONSUMER PRICES","INDEX NUMBER","63.569"
"31164..XZF...","ANTIGUA AND BARBUDA","2009","CPI % CHANGE","PERCENT PER ANNU","2.39918"
"31164..XZF...","ANTIGUA AND BARBUDA","2008","CPI % CHANGE","PERCENT PER ANNU","0.728426"
"31164..XZF...","ANTIGUA AND BARBUDA","2007","CPI % CHANGE","PERCENT PER ANNU","5.23041"
"31164..XZF...","ANTIGUA AND BARBUDA","2006","CPI % CHANGE","PERCENT PER ANNU","0.00901876"
"31164..XZF...","ANTIGUA AND BARBUDA","2005","CPI % CHANGE","PERCENT PER ANNU","2.54323"
"31164..XZF...","ANTIGUA AND BARBUDA","2004","CPI % CHANGE","PERCENT PER ANNU","2.75587"
"31164..XZF...","ANTIGUA AND BARBUDA","2003","CPI % CHANGE","PERCENT PER ANNU","1.80921"
"31164..XZF...","ANTIGUA AND BARBUDA","2002","CPI % CHANGE","PERCENT PER ANNU","2.54986"
"31164..XZF...","ANTIGUA AND BARBUDA","2001","CPI % CHANGE","PERCENT PER ANNU","1.33274"
"31164..XZF...","ANTIGUA AND BARBUDA","2000","CPI % CHANGE","PERCENT PER ANNU","0.509295"
"31164..XZF...","ANTIGUA AND BARBUDA","1999","CPI % CHANGE","PERCENT PER ANNU","1.02041"
"05064..XZF...","APEC","2009","CPI % CHANGE","PERCENT PER ANNU","0.717362"
"05064..XZF...","APEC","2008","CPI % CHANGE","PERCENT PER ANNU","4.80334"
"05064..XZF...","APEC","2007","CPI % CHANGE","PERCENT PER ANNU","3.20334"
"05064..XZF...","APEC","2006","CPI % CHANGE","PERCENT PER ANNU","3.03565"
"05064..XZF...","APEC","2005","CPI % CHANGE","PERCENT PER ANNU","3.24291"
"05064..XZF...","APEC","2004","CPI % CHANGE","PERCENT PER ANNU","3.13472"
"05064..XZF...","APEC","2003","CPI % CHANGE","PERCENT PER ANNU","2.46314"
"05064..XZF...","APEC","2002","CPI % CHANGE","PERCENT PER ANNU","1.97283"
"05064..XZF...","APEC","2001","CPI % CHANGE","PERCENT PER ANNU","3.16251"
"05064..XZF...","APEC","2000","CPI % CHANGE","PERCENT PER ANNU","3.2076"
"05064..XZF...","APEC","1999","CPI % CHANGE","PERCENT PER ANNU","5.38971"
"05064..XZF...","APEC","1998","CPI % CHANGE","PERCENT PER ANNU","4.48736"
"05064..XZF...","APEC","1997","CPI % CHANGE","PERCENT PER ANNU","3.89577"
"05064..XZF...","APEC","1996","CPI % CHANGE","PERCENT PER ANNU","6.77615"
"05064..XZF...","APEC","1995","CPI % CHANGE","PERCENT PER ANNU","11.9745"
"05064..XZF...","APEC","1994","CPI % CHANGE","PERCENT PER ANNU","14.3839"
"05064..XZF...","APEC","1993","CPI % CHANGE","PERCENT PER ANNU","3.18324"
"05064..XZF...","APEC","1992","CPI % CHANGE","PERCENT PER ANNU","4.16372"
"05064..XZF...","APEC","1991","CPI % CHANGE","PERCENT PER ANNU","6.88552"
"05064..XZF...","APEC","1990","CPI % CHANGE","PERCENT PER ANNU","8.02697"
"05064..XZF...","APEC","1989","CPI % CHANGE","PERCENT PER ANNU","6.40517"
"05064..XZF...","APEC","1988","CPI % CHANGE","PERCENT PER ANNU","10.2787"
"05064..XZF...","APEC","1987","CPI % CHANGE","PERCENT PER ANNU","8.86843"
"05064..XZF...","APEC","1986","CPI % CHANGE","PERCENT PER ANNU","6.36374"
"05064..XZF...","APEC","1985","CPI % CHANGE","PERCENT PER ANNU","7.0265"
"05064..XZF...","APEC","1984","CPI % CHANGE","PERCENT PER ANNU","7.89393"
"05064..XZF...","APEC","1983","CPI % CHANGE","PERCENT PER ANNU","9.00805"
"05064..XZF...","APEC","1982","CPI % CHANGE","PERCENT PER ANNU","9.16651"
"05064..XZF...","APEC","1981","CPI % CHANGE","PERCENT PER ANNU","11.2598"
"05064..XZF...","APEC","1980","CPI % CHANGE","PERCENT PER ANNU","13.7138"
"05064..XZF...","APEC","1979","CPI % CHANGE","PERCENT PER ANNU","10.5947"
"05064..XZF...","APEC","1978","CPI % CHANGE","PERCENT PER ANNU","8.14623"
"05064..XZF...","APEC","1977","CPI % CHANGE","PERCENT PER ANNU","8.85891"
"05064..XZF...","APEC","1976","CPI % CHANGE","PERCENT PER ANNU","8.03323"
"05064..XZF...","APEC","1975","CPI % CHANGE","PERCENT PER ANNU","10.6561"
"05064..XZF...","APEC","1974","CPI % CHANGE","PERCENT PER ANNU","15.963"
"05064..XZF...","APEC","1973","CPI % CHANGE","PERCENT PER ANNU","8.38335"
"05064..XZF...","APEC","1972","CPI % CHANGE","PERCENT PER ANNU","4.11982"
"05064..XZF...","APEC","1971","CPI % CHANGE","PERCENT PER ANNU","4.95675"
"05064..XZF...","APEC","1970","CPI % CHANGE","PERCENT PER ANNU","6.27131"
"05064..XZF...","APEC","1969","CPI % CHANGE","PERCENT PER ANNU","5.23457"
"21364..XZF...","ARGENTINA","2009","CPI % CHANGE","PERCENT PER ANNU","6.27427"
"21364...ZF...","ARGENTINA","2009","CONSUMER PRICES","INDEX NUMBER","139.279"
"21364..XZF...","ARGENTINA","2008","CPI % CHANGE","PERCENT PER ANNU","8.5846"
"21364...ZF...","ARGENTINA","2008","CONSUMER PRICES","INDEX NUMBER","131.056"
"21364..XZF...","ARGENTINA","2007","CPI % CHANGE","PERCENT PER ANNU","8.83141"
"21364...ZF...","ARGENTINA","2007","CONSUMER PRICES","INDEX NUMBER","120.695"
"21364..XZF...","ARGENTINA","2006","CPI % CHANGE","PERCENT PER ANNU","10.9011"
"21364...ZF...","ARGENTINA","2006","CONSUMER PRICES","INDEX NUMBER","110.901"
"21364..XZF...","ARGENTINA","2005","CPI % CHANGE","PERCENT PER ANNU","9.6394"
"21364...ZF...","ARGENTINA","2005","CONSUMER PRICES","INDEX NUMBER","100"
"21364..XZF...","ARGENTINA","2004","CPI % CHANGE","PERCENT PER ANNU","4.41572"
"21364...ZF...","ARGENTINA","2004","CONSUMER PRICES","INDEX NUMBER","91.2081"
"21364..XZF...","ARGENTINA","2003","CPI % CHANGE","PERCENT PER ANNU","13.4428"
"21364...ZF...","ARGENTINA","2003","CONSUMER PRICES","INDEX NUMBER","87.3509"
"21364..XZF...","ARGENTINA","2002","CPI % CHANGE","PERCENT PER ANNU","25.8685"
"21364...ZF...","ARGENTINA","2002","CONSUMER PRICES","INDEX NUMBER","76.9999"
"21364..XZF...","ARGENTINA","2001","CPI % CHANGE","PERCENT PER ANNU","-1.06664"
"21364...ZF...","ARGENTINA","2001","CONSUMER PRICES","INDEX NUMBER","61.1749"
"21364..XZF...","ARGENTINA","2000","CPI % CHANGE","PERCENT PER ANNU","-0.935939"
"21364...ZF...","ARGENTINA","2000","CONSUMER PRICES","INDEX NUMBER","61.8345"
"21364..XZF...","ARGENTINA","1999","CPI % CHANGE","PERCENT PER ANNU","-1.1669"
"21364...ZF...","ARGENTINA","1999","CONSUMER PRICES","INDEX NUMBER","62.4187"
"21364..XZF...","ARGENTINA","1998","CPI % CHANGE","PERCENT PER ANNU","0.920336"
"21364...ZF...","ARGENTINA","1998","CONSUMER PRICES","INDEX NUMBER","63.1556"
"21364..XZF...","ARGENTINA","1997","CPI % CHANGE","PERCENT PER ANNU","0.527258"
"21364...ZF...","ARGENTINA","1997","CONSUMER PRICES","INDEX NUMBER","62.5797"
"21364..XZF...","ARGENTINA","1996","CPI % CHANGE","PERCENT PER ANNU","0.155696"
"21364...ZF...","ARGENTINA","1996","CONSUMER PRICES","INDEX NUMBER","62.2514"
"21364..XZF...","ARGENTINA","1995","CPI % CHANGE","PERCENT PER ANNU","3.37612"
"21364...ZF...","ARGENTINA","1995","CONSUMER PRICES","INDEX NUMBER","62.1547"
"21364..XZF...","ARGENTINA","1994","CPI % CHANGE","PERCENT PER ANNU","4.17735"
"21364...ZF...","ARGENTINA","1994","CONSUMER PRICES","INDEX NUMBER","60.1248"
"21364..XZF...","ARGENTINA","1993","CPI % CHANGE","PERCENT PER ANNU","10.6115"
"21364...ZF...","ARGENTINA","1993","CONSUMER PRICES","INDEX NUMBER","57.7139"
"21364..XZF...","ARGENTINA","1992","CPI % CHANGE","PERCENT PER ANNU","24.8999"
"21364...ZF...","ARGENTINA","1992","CONSUMER PRICES","INDEX NUMBER","52.1771"
"21364..XZF...","ARGENTINA","1991","CPI % CHANGE","PERCENT PER ANNU","171.672"
"21364...ZF...","ARGENTINA","1991","CONSUMER PRICES","INDEX NUMBER","41.7751"
"21364..XZF...","ARGENTINA","1990","CPI % CHANGE","PERCENT PER ANNU","2313.96"
"21364...ZF...","ARGENTINA","1990","CONSUMER PRICES","INDEX NUMBER","15.3771"
"21364..XZF...","ARGENTINA","1989","CPI % CHANGE","PERCENT PER ANNU","3079.81"
"21364.B.ZF...","ARGENTINA","1989","CONSUMER PRICES 1995=100,000","INDEX NUMBER","1024.87"
"21364...ZF...","ARGENTINA","1989","CONSUMER PRICES","INDEX NUMBER","0.637004"
"21364..XZF...","ARGENTINA","1988","CPI % CHANGE","PERCENT PER ANNU","342.955"
"21364.B.ZF...","ARGENTINA","1988","CONSUMER PRICES 1995=100,000","INDEX NUMBER","32.2305"
"21364...ZF...","ARGENTINA","1988","CONSUMER PRICES","INDEX NUMBER","0.0200328"
"21364..XZF...","ARGENTINA","1987","CPI % CHANGE","PERCENT PER ANNU","131.327"
"21364.B.ZF...","ARGENTINA","1987","CONSUMER PRICES 1995=100,000","INDEX NUMBER","7.27625"
"21364...ZF...","ARGENTINA","1987","CONSUMER PRICES","INDEX NUMBER","0.00452253"
"21364..XZF...","ARGENTINA","1986","CPI % CHANGE","PERCENT PER ANNU","90.0966"
"21364.B.ZF...","ARGENTINA","1986","CONSUMER PRICES 1995=100,000","INDEX NUMBER","3.14544"
"21364...ZF...","ARGENTINA","1986","CONSUMER PRICES","INDEX NUMBER","0.00195504"
"21364..XZF...","ARGENTINA","1985","CPI % CHANGE","PERCENT PER ANNU","672.181"
"21364.B.ZF...","ARGENTINA","1985","CONSUMER PRICES 1995=100,000","INDEX NUMBER","1.65465"
"21364...ZF...","ARGENTINA","1985","CONSUMER PRICES","INDEX NUMBER","0.00102844"
"21364..XZF...","ARGENTINA","1984","CPI % CHANGE","PERCENT PER ANNU","626.719"
"21364.B.ZF...","ARGENTINA","1984","CONSUMER PRICES 1995=100,000","INDEX NUMBER","0.214283"
"21364...ZF...","ARGENTINA","1984","CONSUMER PRICES","INDEX NUMBER","0.000133187"
"21364..XZF...","ARGENTINA","1983","CPI % CHANGE","PERCENT PER ANNU","343.811"
"21364...ZF...","ARGENTINA","1983","CONSUMER PRICES","INDEX NUMBER","1.83272E-05"
"21364..XZF...","ARGENTINA","1982","CPI % CHANGE","PERCENT PER ANNU","164.777"
"21364...ZF...","ARGENTINA","1982","CONSUMER PRICES","INDEX NUMBER","4.1295E-06"
"21364..XZF...","ARGENTINA","1981","CPI % CHANGE","PERCENT PER ANNU","104.476"
"21364...ZF...","ARGENTINA","1981","CONSUMER PRICES","INDEX NUMBER","1.55962E-06"
"21364..XZF...","ARGENTINA","1980","CPI % CHANGE","PERCENT PER ANNU","100.764"
"21364...ZF...","ARGENTINA","1980","CONSUMER PRICES","INDEX NUMBER","7.62738E-07"
"21364..XZF...","ARGENTINA","1979","CPI % CHANGE","PERCENT PER ANNU","159.507"
"21364...ZF...","ARGENTINA","1979","CONSUMER PRICES","INDEX NUMBER","3.79917E-07"
"21364..XZF...","ARGENTINA","1978","CPI % CHANGE","PERCENT PER ANNU","175.515"
"21364...ZF...","ARGENTINA","1978","CONSUMER PRICES","INDEX NUMBER","1.464E-07"
"21364..XZF...","ARGENTINA","1977","CPI % CHANGE","PERCENT PER ANNU","176.002"
"21364...ZF...","ARGENTINA","1977","CONSUMER PRICES","INDEX NUMBER","5.31367E-08"
"21364..XZF...","ARGENTINA","1976","CPI % CHANGE","PERCENT PER ANNU","443.966"
"21364...ZF...","ARGENTINA","1976","CONSUMER PRICES","INDEX NUMBER","1.92523E-08"
"21364..XZF...","ARGENTINA","1975","CPI % CHANGE","PERCENT PER ANNU","182.927"
"21364...ZF...","ARGENTINA","1975","CONSUMER PRICES","INDEX NUMBER","3.53925E-09"
"21364..XZF...","ARGENTINA","1974","CPI % CHANGE","PERCENT PER ANNU","23.4749"
"21364...ZF...","ARGENTINA","1974","CONSUMER PRICES","INDEX NUMBER","1.25094E-09"
"21364..XZF...","ARGENTINA","1973","CPI % CHANGE","PERCENT PER ANNU","61.2491"
"21364...ZF...","ARGENTINA","1973","CONSUMER PRICES","INDEX NUMBER","1.01312E-09"
"21364..XZF...","ARGENTINA","1972","CPI % CHANGE","PERCENT PER ANNU","58.4459"
"21364...ZF...","ARGENTINA","1972","CONSUMER PRICES","INDEX NUMBER","6.28292E-10"
"21364..XZF...","ARGENTINA","1971","CPI % CHANGE","PERCENT PER ANNU","34.7325"
"21364...ZF...","ARGENTINA","1971","CONSUMER PRICES","INDEX NUMBER","3.96534E-10"
"21364..XZF...","ARGENTINA","1970","CPI % CHANGE","PERCENT PER ANNU","13.5869"
"21364...ZF...","ARGENTINA","1970","CONSUMER PRICES","INDEX NUMBER","2.94312E-10"
"21364..XZF...","ARGENTINA","1969","CPI % CHANGE","PERCENT PER ANNU","7.57486"
"21364.B.ZF...","ARGENTINA","1969","CONSUMER PRICES 1995=100,000","INDEX NUMBER","4.16875E-07"
"21364...ZF...","ARGENTINA","1969","CONSUMER PRICES","INDEX NUMBER","2.59108E-10"
"21364..XZF...","ARGENTINA","1968","CPI % CHANGE","PERCENT PER ANNU","16.2102"
"21364.B.ZF...","ARGENTINA","1968","CONSUMER PRICES 1995=100,000","INDEX NUMBER","3.87521E-07"
"21364...ZF...","ARGENTINA","1968","CONSUMER PRICES","INDEX NUMBER","2.40863E-10"
"21364..XZF...","ARGENTINA","1967","CPI % CHANGE","PERCENT PER ANNU","29.201"
"21364.B.ZF...","ARGENTINA","1967","CONSUMER PRICES 1995=100,000","INDEX NUMBER","3.33466E-07"
"21364...ZF...","ARGENTINA","1967","CONSUMER PRICES","INDEX NUMBER","2.07265E-10"
"21364..XZF...","ARGENTINA","1966","CPI % CHANGE","PERCENT PER ANNU","31.9143"
"21364.B.ZF...","ARGENTINA","1966","CONSUMER PRICES 1995=100,000","INDEX NUMBER","2.58099E-07"
"21364...ZF...","ARGENTINA","1966","CONSUMER PRICES","INDEX NUMBER","1.6042E-10"
"21364..XZF...","ARGENTINA","1965","CPI % CHANGE","PERCENT PER ANNU","28.6254"
"21364.B.ZF...","ARGENTINA","1965","CONSUMER PRICES 1995=100,000","INDEX NUMBER","1.95656E-07"
"21364...ZF...","ARGENTINA","1965","CONSUMER PRICES","INDEX NUMBER","1.2161E-10"
"21364..XZF...","ARGENTINA","1964","CPI % CHANGE","PERCENT PER ANNU","22.1966"
"21364.B.ZF...","ARGENTINA","1964","CONSUMER PRICES 1995=100,000","INDEX NUMBER","1.52113E-07"
"21364...ZF...","ARGENTINA","1964","CONSUMER PRICES","INDEX NUMBER","9.45455E-11"
"21364..XZF...","ARGENTINA","1963","CPI % CHANGE","PERCENT PER ANNU","23.8994"
"21364.B.ZF...","ARGENTINA","1963","CONSUMER PRICES 1995=100,000","INDEX NUMBER","1.24482E-07"
"21364...ZF...","ARGENTINA","1963","CONSUMER PRICES","INDEX NUMBER","7.73716E-11"
"21364..XZF...","ARGENTINA","1962","CPI % CHANGE","PERCENT PER ANNU","28.3199"
"21364.B.ZF...","ARGENTINA","1962","CONSUMER PRICES 1995=100,000","INDEX NUMBER","1.00471E-07"
"21364...ZF...","ARGENTINA","1962","CONSUMER PRICES","INDEX NUMBER","6.24472E-11"
"21364..XZF...","ARGENTINA","1961","CPI % CHANGE","PERCENT PER ANNU","13.3943"
"21364.B.ZF...","ARGENTINA","1961","CONSUMER PRICES 1995=100,000","INDEX NUMBER","7.8297E-08"
"21364...ZF...","ARGENTINA","1961","CONSUMER PRICES","INDEX NUMBER","4.86652E-11"
"21364..XZF...","ARGENTINA","1960","CPI % CHANGE","PERCENT PER ANNU","27.298"
"21364.B.ZF...","ARGENTINA","1960","CONSUMER PRICES 1995=100,000","INDEX NUMBER","6.90484E-08"
"21364...ZF...","ARGENTINA","1960","CONSUMER PRICES","INDEX NUMBER","4.29168E-11"
"21364..XZF...","ARGENTINA","1959","CPI % CHANGE","PERCENT PER ANNU","113.688"
"21364.B.ZF...","ARGENTINA","1959","CONSUMER PRICES 1995=100,000","INDEX NUMBER","5.42415E-08"
"21364...ZF...","ARGENTINA","1959","CONSUMER PRICES","INDEX NUMBER","3.37137E-11"
"21364..XZF...","ARGENTINA","1958","CPI % CHANGE","PERCENT PER ANNU","31.5882"
"21364.B.ZF...","ARGENTINA","1958","CONSUMER PRICES 1995=100,000","INDEX NUMBER","2.53836E-08"
"21364...ZF...","ARGENTINA","1958","CONSUMER PRICES","INDEX NUMBER","1.57771E-11"
"21364..XZF...","ARGENTINA","1957","CPI % CHANGE","PERCENT PER ANNU","24.7157"
"21364.B.ZF...","ARGENTINA","1957","CONSUMER PRICES 1995=100,000","INDEX NUMBER","1.92902E-08"
"21364...ZF...","ARGENTINA","1957","CONSUMER PRICES","INDEX NUMBER","1.19897E-11"
"21364..XZF...","ARGENTINA","1956","CPI % CHANGE","PERCENT PER ANNU","13.4105"
"21364.B.ZF...","ARGENTINA","1956","CONSUMER PRICES 1995=100,000","INDEX NUMBER","1.54673E-08"
"21364...ZF...","ARGENTINA","1956","CONSUMER PRICES","INDEX NUMBER","9.61366E-12"
"21364..XZF...","ARGENTINA","1955","CPI % CHANGE","PERCENT PER ANNU","12.3128"
"21364.B.ZF...","ARGENTINA","1955","CONSUMER PRICES 1995=100,000","INDEX NUMBER","1.36383E-08"
"21364...ZF...","ARGENTINA","1955","CONSUMER PRICES","INDEX NUMBER","8.47687E-12"
"21364..XZF...","ARGENTINA","1954","CPI % CHANGE","PERCENT PER ANNU","3.79293"
"21364.B.ZF...","ARGENTINA","1954","CONSUMER PRICES 1995=100,000","INDEX NUMBER","1.21432E-08"
"21364...ZF...","ARGENTINA","1954","CONSUMER PRICES","INDEX NUMBER","7.54755E-12"
"21364..XZF...","ARGENTINA","1953","CPI % CHANGE","PERCENT PER ANNU","3.97939"
"21364.B.ZF...","ARGENTINA","1953","CONSUMER PRICES 1995=100,000","INDEX NUMBER","1.16994E-08"
"21364...ZF...","ARGENTINA","1953","CONSUMER PRICES","INDEX NUMBER","7.27174E-12"
"21364..XZF...","ARGENTINA","1952","CPI % CHANGE","PERCENT PER ANNU","38.7137"
"21364.B.ZF...","ARGENTINA","1952","CONSUMER PRICES 1995=100,000","INDEX NUMBER","1.12517E-08"
"21364...ZF...","ARGENTINA","1952","CONSUMER PRICES","INDEX NUMBER","6.99345E-12"
"21364..XZF...","ARGENTINA","1951","CPI % CHANGE","PERCENT PER ANNU","36.679"
"21364.B.ZF...","ARGENTINA","1951","CONSUMER PRICES 1995=100,000","INDEX NUMBER","8.11145E-09"
"21364...ZF...","ARGENTINA","1951","CONSUMER PRICES","INDEX NUMBER","5.04164E-12"
"21364..XZF...","ARGENTINA","1950","CPI % CHANGE","PERCENT PER ANNU","25.5391"
"21364.B.ZF...","ARGENTINA","1950","CONSUMER PRICES 1995=100,000","INDEX NUMBER","5.93467E-09"
"21364...ZF...","ARGENTINA","1950","CONSUMER PRICES","INDEX NUMBER","3.68867E-12"
"21364..XZF...","ARGENTINA","1949","CPI % CHANGE","PERCENT PER ANNU","31.0976"
"21364.B.ZF...","ARGENTINA","1949","CONSUMER PRICES 1995=100,000","INDEX NUMBER","4.72735E-09"
"21364...ZF...","ARGENTINA","1949","CONSUMER PRICES","INDEX NUMBER","2.93827E-12"
"21364.B.ZF...","ARGENTINA","1948","CONSUMER PRICES 1995=100,000","INDEX NUMBER","3.60598E-09"
"21364...ZF...","ARGENTINA","1948","CONSUMER PRICES","INDEX NUMBER","2.24128E-12"
"91164...ZF...","ARMENIA","2009","CPI, ALL ITEMS","INDEX NUMBER","121.029"
"91164..XZF...","ARMENIA","2009","CPI % CHANGE","PERCENT PER ANNU","3.40677"
"91164...ZF...","ARMENIA","2008","CPI, ALL ITEMS","INDEX NUMBER","117.042"
"91164..XZF...","ARMENIA","2008","CPI % CHANGE","PERCENT PER ANNU","8.94995"
